,786_0,A498,A549,ACHN,BT_549,CAKI_1,CCRF_CEM,COLO205,DU_145,EKVX,HCC_2998,HCT_116,HCT_15,HL_60,HOP_62,HOP_92,HS578T,HT29,IGROV1,KM12,K_562,LOXIMVI,M14,MALME_3M,MCF7,MDA_MB_231,MDA_MB_435,MDA_N,MOLT_4,NCI_ADR_RES,NCI_H226,NCI_H23,NCI_H322M,NCI_H460,NCI_H522,OVCAR_3,OVCAR_4,OVCAR_5,OVCAR_8,PC_3,RPMI_8226,RXF_393,SF_268,SF_295,SK_MEL_2,SK_MEL_28,SK_MEL_5,SK_OV_3,SN12C,SNB_19,SNB_75,SR,SW_620,T47D,TK_10,U251,UACC_257,UACC_62,UO_31
768072,,,,,0.0,,1.0,1.0,,,,,,,,0.0,0.0,,,1.0,1.0,,,0.0,1.0,,1.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,,0.0,,
768073,,0.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,0.0,0.0,,,1.0,0.0,,,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,
768100,,0.0,,,1.0,,,,0.0,,,1.0,,,,,0.0,,1.0,,1.0,,1.0,0.0,,,,,1.0,,0.0,,0.0,1.0,0.0,,0.0,0.0,,,,,0.0,1.0,,0.0,1.0,,,,1.0,,,,,,0.0,,
768112,,,,,0.0,1.0,1.0,,1.0,,,,,,,0.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,1.0,,,0.0,,,,,,,1.0,0.0,0.0,,,1.0,,,1.0,,,0.0,1.0,0.0,,
768508,,1.0,,1.0,0.0,1.0,,,,,,,1.0,,,,,,,,,,,0.0,,0.0,,,,1.0,,,,,0.0,,,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,,,,,,,,
768509,0.0,,,,0.0,,,,,,,,,,,0.0,,1.0,,,,,,,1.0,,,,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,1.0,,,,,,
768593,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,1.0,,,,0.0,,,,,,,0.0,,,,,,,1.0,,,,1.0,0.0,,1.0
771532,,,,,,,,,,,0.0,,,0.0,,,,,1.0,,,,,,1.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,,,1.0,,,,1.0,
771650,,0.0,,,,,,,,,,,1.0,,0.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
771651,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,1.0,,,,,,,
771750,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,0.0,,,0.0,,,,,0.0,,,0.0,,,,1.0,1.0,0.0,,,0.0,,
772196,,,,1.0,,,1.0,,,,,1.0,,,,0.0,0.0,,,1.0,,,,,,0.0,1.0,,1.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,,,0.0,,
772197,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,0.0,,,
772198,,,,1.0,,,,,,,,1.0,,,,0.0,0.0,1.0,,,1.0,1.0,,0.0,1.0,,,,,,,,,1.0,,,0.0,,,,,1.0,,1.0,,,1.0,0.0,,,0.0,,,0.0,,,,,
772469,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,
772563,,,,,,,0.0,1.0,,,,1.0,,,,,0.0,1.0,,1.0,,,1.0,,,,1.0,,,0.0,0.0,,,,0.0,,,1.0,,,,,,0.0,,1.0,,,,,,,1.0,0.0,,,1.0,1.0,
772868,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,1.0,,0.0,,,,,,,,,
772885,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
772887,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,0.0,0.0,0.0,1.0,,,0.0,,,1.0,,,,,,,1.0,0.0,,0.0,,1.0,,0.0,,,,,
772991,1.0,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
772992,1.0,1.0,,,,1.0,,,,,0.0,,,,,,,1.0,1.0,1.0,,,,0.0,,,,,,,1.0,,,,,,0.0,,,,,1.0,,,,0.0,,,,0.0,1.0,,,,,,0.0,,1.0
773094,,,,,,,,1.0,,,,1.0,,1.0,,,,,0.0,,,,,,1.0,0.0,,,,,,,,1.0,,,0.0,,,,,,,,,,,0.0,,0.0,,1.0,1.0,0.0,0.0,,0.0,,
773261,,,1.0,,0.0,,1.0,,,,,,1.0,1.0,,0.0,,,0.0,1.0,,,,0.0,1.0,,,,,,0.0,,,,1.0,1.0,0.0,,,,1.0,,,,,0.0,,,,0.0,,1.0,1.0,,0.0,1.0,0.0,,0.0
773262,,,,,,,,,,,,1.0,,,,,0.0,,,1.0,1.0,,,,,,1.0,,,,,,0.0,1.0,,,0.0,,,,,,,,0.0,,,,,,0.0,1.0,,,,,0.0,,
773263,,0.0,,,,,,1.0,,,,1.0,,,,,0.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,,,,,,,1.0,1.0,
773264,,,,,0.0,,,,,,,1.0,,,,0.0,0.0,1.0,,,1.0,,,0.0,,0.0,,,,,,,,,,,0.0,,1.0,,1.0,,,,,,,0.0,,0.0,0.0,,1.0,,,,,,
773265,0.0,,,,,,1.0,,1.0,,,1.0,1.0,,0.0,0.0,,1.0,,1.0,,,,,1.0,,,,,,0.0,,,1.0,0.0,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,
773394,,,,,,0.0,,1.0,,,,1.0,0.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,,,,0.0
774769,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,
774829,,0.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,
774830,,,,1.0,0.0,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,0.0,,1.0,,,1.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,,,,1.0,0.0,0.0,,,,
774831,,,,,,,,,,,,,,,,0.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
775306,1.0,0.0,,,,,,0.0,,,0.0,,,,1.0,,,0.0,,0.0,,,0.0,,,,1.0,,,,,,0.0,,,,,,1.0,,,,1.0,,,,,,,,1.0,0.0,0.0,,,,,1.0,
775636,,,,,0.0,,,1.0,,,,1.0,,,0.0,,,1.0,,,,1.0,1.0,,0.0,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,1.0,,,,,,,1.0,0.0,,,,1.0,
775771,0.0,,,,,,1.0,1.0,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,,,,1.0,,,1.0,,,
776017,1.0,0.0,,,,1.0,0.0,,,,0.0,1.0,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,1.0,,,,0.0,,,0.0,,,,,,1.0,,,,1.0,,0.0,1.0,,,,,
776043,,,,1.0,,,,1.0,,,,,,,,,0.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,0.0,,,,,0.0,,,,1.0,,,,0.0,0.0,,,,,,,1.0,
776066,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,1.0,,,,,,,0.0,,,,,,,,,,,1.0,,,1.0,0.0,,,0.0,,1.0,,1.0,,,,1.0,,,
776762,,,,1.0,0.0,1.0,,,,,,,,,,,,,1.0,0.0,1.0,,,0.0,1.0,,,,,,0.0,,1.0,,,,0.0,,,,,,,,0.0,,,1.0,,,,,,0.0,1.0,,,,1.0
776763,,1.0,,,,,,1.0,,,0.0,,,,,,,1.0,,,,1.0,,0.0,1.0,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,1.0,,0.0,,,0.0,,
776787,,,,,0.0,,0.0,1.0,,,,,,1.0,,,0.0,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,0.0,,,,,,,0.0,,,,,,0.0,,1.0,1.0,0.0,,,,,
776996,,0.0,,1.0,,,,0.0,,,,,1.0,,,,,0.0,,,,1.0,1.0,,,0.0,1.0,,,,0.0,,,,,,,0.0,,1.0,,,,,,,,,,,1.0,,,,0.0,,,,1.0
777193,,,,,0.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,1.0,1.0,,,,,,
777194,,,,,0.0,,1.0,,1.0,,,,1.0,,,0.0,,,,,1.0,,1.0,,,,1.0,,,,,,0.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
777425,,,,,,,,,,,,1.0,,,0.0,,,1.0,1.0,,,1.0,,0.0,1.0,0.0,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,0.0,,,1.0,,,,,,,0.0,,,,
777445,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
777448,,,,,,,,1.0,,,,,,,0.0,,,1.0,,,,1.0,,0.0,1.0,,,,,,0.0,,,,,,0.0,,,,1.0,,,,0.0,0.0,,0.0,,,,,,,,,,1.0,
777571,,0.0,,,,,1.0,,,,,,1.0,,0.0,0.0,,1.0,0.0,,1.0,1.0,,,,,1.0,,1.0,0.0,,0.0,,,,,,,,0.0,,,,,,,1.0,0.0,,,,,,,,,,,1.0
777572,1.0,1.0,,,,,,,,,,,,,,0.0,,,1.0,,,,0.0,0.0,1.0,,,,1.0,0.0,0.0,0.0,,,0.0,,0.0,,,1.0,,1.0,,1.0,,,,,,,,,,,0.0,,0.0,1.0,
777638,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,0.0,1.0,0.0,,,1.0,,0.0,,,1.0,0.0,,,,,,,,,1.0,,0.0,,,,,,1.0,,,0.0,,0.0,,
777639,0.0,0.0,,,,,,1.0,,,,,,1.0,,0.0,,,,1.0,1.0,,,,1.0,0.0,1.0,,1.0,1.0,,,0.0,,,,,0.0,,,,0.0,,,,,1.0,,,,,,,,,,,,
777718,1.0,,,1.0,0.0,,1.0,,,,,,1.0,,,0.0,0.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,,0.0,,,1.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,
777877,1.0,1.0,,1.0,0.0,,,,,,,1.0,,,,0.0,,1.0,1.0,,,1.0,,,1.0,0.0,,,,0.0,0.0,0.0,,1.0,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,1.0,0.0,,,1.0,
777879,,,,,,,1.0,,,,,,,,,0.0,0.0,1.0,,1.0,1.0,1.0,,0.0,1.0,,,,1.0,,0.0,,,1.0,0.0,,,,,,,,,,0.0,,,,,,,1.0,1.0,0.0,,,0.0,,
778304,,,,,,,,1.0,0.0,,,,,,,,,1.0,,,,,1.0,,0.0,,1.0,,,,0.0,,,,0.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,1.0,1.0,
778305,1.0,1.0,,,,,1.0,,,,,,,,0.0,,,,1.0,1.0,,,,,1.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,,,,1.0,0.0,,,,,,,,,,0.0,,,,
778364,,,,,,,,1.0,,,,1.0,,,,0.0,0.0,,,1.0,,1.0,,0.0,,,,,,0.0,0.0,,,1.0,,,0.0,,,,,,,,,,,0.0,,,,1.0,,0.0,0.0,,0.0,,
778366,,,,,,,,1.0,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,0.0,1.0,,,,,0.0,,,,1.0,,,0.0,,,,,,,,,,,0.0,,,,,1.0,0.0,0.0,,,,
778367,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,
778368,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,,,,1.0,,,,,0.0,,1.0,1.0,0.0,,,,,,
778590,,,,0.0,0.0,,,,,,1.0,1.0,,,,,0.0,1.0,,1.0,,,1.0,1.0,,,,,,0.0,0.0,,0.0,,,,0.0,1.0,,,,,,,1.0,1.0,,,,,0.0,,1.0,,,,1.0,1.0,
778747,,,,,0.0,1.0,,1.0,0.0,,,1.0,,1.0,,,0.0,1.0,,,,1.0,,0.0,1.0,,,,,0.0,,,0.0,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,
778809,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,0.0,,,,,,,,,,,,,0.0,,,,,0.0,,,1.0,,,,,0.0,,,,,,1.0,1.0,
778810,,,,,,,,,,,,,1.0,,,0.0,,,1.0,,0.0,,,,1.0,0.0,,,,,,,0.0,1.0,0.0,,,0.0,,1.0,,,,1.0,0.0,,,,,,,0.0,,1.0,,,,1.0,1.0
778909,,,,,,,1.0,,,,,1.0,,,,0.0,,,,1.0,,1.0,,,1.0,,,,1.0,,0.0,,,,,,,,,1.0,,,,,,,,0.0,,,,,1.0,0.0,0.0,,,,
779217,,,,1.0,0.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,1.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,
779218,1.0,,,,,,,1.0,,,,1.0,,,,0.0,,1.0,,,,1.0,,0.0,1.0,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,1.0,1.0,0.0,,,0.0,,
779405,,,,,,1.0,,,,,,,,,0.0,,0.0,1.0,,,,,,,1.0,,,,,,,,1.0,,1.0,,0.0,0.0,,,,,,,,0.0,,,,,,1.0,,0.0,1.0,,0.0,,
779704,,,,1.0,,1.0,,,,0.0,0.0,1.0,1.0,,,,0.0,,,,,1.0,,,,1.0,,,0.0,,,,,,,,0.0,,,,,,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,,
780019,,,,1.0,,1.0,,,1.0,1.0,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,1.0,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,1.0,,0.0,,
780020,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,0.0,,0.0,,,,,,1.0,,0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,1.0,,,,,,,,,0.0,,1.0
780042,,0.0,,1.0,,1.0,,1.0,,,0.0,,,,0.0,0.0,0.0,,,,,,,,1.0,,,,,,0.0,,0.0,1.0,,,,,,,,0.0,,,0.0,,1.0,1.0,,0.0,,,,,,,,,
780108,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,0.0,,,
780163,,,,,,,1.0,1.0,,0.0,,1.0,,,,0.0,,,,1.0,,1.0,,,1.0,,,,,,,,0.0,1.0,0.0,,0.0,,,,,,,,,,,0.0,,,,1.0,1.0,0.0,0.0,,0.0,,
780204,0.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0
780249,1.0,,,1.0,,,1.0,,,0.0,,,,1.0,,0.0,,,,,,1.0,1.0,,1.0,0.0,,,1.0,,,,,1.0,0.0,,,0.0,,0.0,,,,,,,,,,,,1.0,,,0.0,,0.0,,
780250,1.0,,,1.0,,,1.0,,,0.0,,,,,,0.0,,,,,,1.0,,0.0,1.0,0.0,,,,0.0,,,,1.0,0.0,,,0.0,,,,,,,,,,,,,,1.0,,,0.0,,0.0,,
780290,1.0,1.0,,,,,,,,,,,,,0.0,0.0,,,1.0,,0.0,,,0.0,1.0,,,,1.0,,,0.0,,,,,,,,0.0,,,,1.0,,,,,,0.0,,,,,,,,1.0,
780291,1.0,1.0,,1.0,,,,,,,,1.0,,,0.0,0.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,0.0,1.0,
780404,,,0.0,,,0.0,1.0,,,,0.0,,,,,,,,,,,,,0.0,1.0,,1.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,
781008,,,,,,,1.0,,,,,1.0,1.0,,0.0,0.0,0.0,,,,1.0,,,0.0,1.0,,,,,,,1.0,,1.0,1.0,,0.0,0.0,,1.0,1.0,0.0,,,,,1.0,0.0,1.0,,0.0,1.0,,,,,0.0,,
781148,,,,,0.0,,,1.0,,,,,1.0,1.0,,,0.0,1.0,,,,,,,1.0,,,,,0.0,0.0,,,1.0,,0.0,,,,,,,,,,,,0.0,,,,1.0,1.0,0.0,0.0,,,,
781343,,,,,,,,1.0,,,,1.0,,,0.0,0.0,,1.0,,,,,1.0,1.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,,,,0.0,,,,0.0,,,1.0,
781344,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,0.0,,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,,1.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0,0.0,,,,,,,,,,1.0,1.0,0.0,0.0,,0.0,,
781468,,,,1.0,,,,,,0.0,,,,,,,0.0,,,,,,,1.0,,1.0,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,1.0,1.0,,,,,,,,,,,
781470,,,,,,0.0,,1.0,,,,1.0,,,,,0.0,1.0,,,,1.0,,,1.0,,,,,0.0,,,,1.0,,,0.0,,,,,,,,,,,0.0,,,,1.0,1.0,0.0,,,,1.0,0.0
781516,,0.0,,,,,,0.0,,,0.0,1.0,,,,,0.0,,,1.0,0.0,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,
781556,,1.0,,1.0,,1.0,,,,0.0,,,1.0,,,0.0,,,,,1.0,1.0,,,,,,,,,,,,,0.0,,,0.0,,,,1.0,,0.0,0.0,0.0,,,,0.0,1.0,,,0.0,,,0.0,,1.0
781627,,,,1.0,,,,,,0.0,,,1.0,,,,0.0,,,1.0,1.0,,1.0,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,1.0,,,0.0,,0.0,,1.0
781761,,,,,0.0,,0.0,1.0,,0.0,,1.0,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,,,,,,,0.0,,,1.0,1.0,
782006,,,,,,,,1.0,1.0,0.0,,1.0,1.0,,,0.0,,1.0,,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,,,1.0,,,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,,,,,,1.0,1.0,0.0,0.0,,0.0,,
782007,0.0,,,,,,,1.0,,,,1.0,,,,,0.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,,,,,,,,0.0,,1.0,,,0.0,,,,,,0.0,,1.0,1.0,
782121,0.0,,1.0,,,,,,,,,,,0.0,,0.0,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,1.0,,,,,,,
782122,1.0,,,,,,,,,,,,,,,0.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,0.0,,,0.0,,0.0,,,,0.0,,,1.0,0.0,,,,,,,,,1.0,,,0.0,1.0,1.0
782153,,0.0,,,,,,,,,,1.0,,,,0.0,,,,,,1.0,,,,,1.0,,,0.0,1.0,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,1.0,,,,,
782154,,,,,1.0,,,1.0,,,,,,,,,1.0,0.0,,,,1.0,,0.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,0.0,1.0,,,,,1.0,1.0,,0.0,,
782164,,,1.0,1.0,0.0,,,,,,,1.0,1.0,,,0.0,0.0,1.0,,,,1.0,,0.0,1.0,,,,1.0,,0.0,,,1.0,,,,,,,,,,,0.0,,,,,,,1.0,1.0,0.0,,,0.0,,
782180,,0.0,,1.0,0.0,1.0,,0.0,,,,,1.0,,,0.0,0.0,0.0,,,,1.0,,0.0,,,,,,1.0,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,1.0,,,0.0,,,,1.0
782362,,,,,0.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,0.0,,,,,0.0,,,1.0,,,0.0,,,,,,,,0.0,,,,,0.0,,,,1.0,,,0.0,,
782363,,0.0,,,,,,,,0.0,,,1.0,,,0.0,0.0,,,1.0,1.0,1.0,,,,,,,,,,,0.0,1.0,,,0.0,,,,,,,,0.0,,,0.0,,,0.0,1.0,,,0.0,,,,
782549,,,,,,,,1.0,,,,1.0,,,,0.0,0.0,,,1.0,,1.0,,0.0,1.0,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,1.0,,,,,0.0,1.0,
782762,1.0,,,1.0,,,,,,0.0,,,,,,0.0,0.0,,,,1.0,1.0,,0.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,,0.0,,,0.0,,1.0
782763,,,,,0.0,1.0,,1.0,0.0,0.0,,,1.0,1.0,,0.0,0.0,1.0,,,,1.0,,,1.0,0.0,,,,,,,,,,,0.0,0.0,,,1.0,0.0,,,,,,,,,,1.0,,,,,0.0,1.0,1.0
783102,,,,,,,,1.0,,,,,,,,0.0,0.0,1.0,,1.0,,1.0,,0.0,1.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,1.0,,0.0,,,0.0,,
783107,,,,,,,,,,0.0,,,,,,,0.0,1.0,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,
783249,0.0,0.0,,1.0,0.0,1.0,,,1.0,1.0,,,1.0,,0.0,0.0,0.0,,1.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,
783296,,,,1.0,,1.0,,,1.0,1.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,1.0,,,,,,0.0,1.0,,0.0,,1.0
783333,,,,0.0,,0.0,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0
783916,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,0.0,,,,,1.0,,,,0.0,,,,0.0,,,,
784415,,,,,,0.0,0.0,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,0.0,,,,1.0,,,0.0,,,,,,,,0.0,,,,,,,1.0,1.0,0.0,0.0,,,,
784590,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,
784722,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,1.0,,,,,0.0,,,,1.0,,,,,,,,,,,,,,0.0,,,,1.0,,,0.0,,,,
784815,,,,,,,,,,,,,,0.0,,0.0,,,1.0,,,,,,1.0,0.0,1.0,,,0.0,,0.0,0.0,1.0,0.0,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,
784817,,,,,1.0,0.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,0.0,0.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.0,,,,0.0
784856,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,1.0,,0.0,1.0,,,,,,0.0,,,,0.0,,,,,,1.0,,,,0.0,0.0,,,0.0,,,,,,,,,1.0,
785117,,,,,,,0.0,,,,,,,,,0.0,,1.0,1.0,,,,,,1.0,0.0,,,,,,,,1.0,0.0,,,,,,0.0,,,,,,,,,0.0,,,,1.0,,,,,1.0
785299,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,0.0,1.0,,,,,,,,,1.0,,,,0.0,,1.0,,,,,,0.0,1.0,,,,,,1.0,0.0,,,,,
785306,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,,,,0.0,,,,,,
785345,,,,,,1.0,,,,,,1.0,1.0,1.0,,0.0,,1.0,,,,1.0,,0.0,1.0,,,,,,0.0,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,1.0,,0.0,,,0.0,1.0,1.0
785657,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,
786098,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0,1.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,1.0,,,,,,,,,0.0,1.0,,,,,,,
786099,,,,,0.0,,,,,,,,,,0.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,0.0,,,,,,0.0,,,,,1.0,,0.0,0.0,,,1.0,,,,,
787027,,,,1.0,,1.0,,,,1.0,,,1.0,0.0,,0.0,0.0,,1.0,,,,,0.0,,,,,,,0.0,,1.0,,1.0,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,0.0,,
787039,,,1.0,,,,,,,,,,,,0.0,,0.0,,,,1.0,,,,,,,,,,,,,,0.0,1.0,1.0,,0.0,,,,,,,,1.0,,0.0,1.0,,1.0,,,,,,,0.0
787048,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,0.0,0.0,,,,,,1.0,0.0,,,,,,,,,,,,,1.0,,,,0.0,,,,0.0
787137,1.0,1.0,,,0.0,,,,,,,,,,0.0,0.0,,,1.0,,,,0.0,,1.0,,,,,,0.0,,,,,,,,,,,,0.0,1.0,,0.0,,,,0.0,1.0,,,1.0,,,,,1.0
787252,,,,,0.0,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,0.0,1.0,,,,,,,,,1.0,,,0.0,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,,,
787457,,,,,,,,1.0,,,0.0,,,,,,0.0,1.0,1.0,,,,,,1.0,,,,,0.0,,,,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,,,1.0,,,,,,,
787780,,0.0,,,,,,,,,,1.0,1.0,,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,1.0,,,0.0,,,,,,,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,1.0,
787846,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,0.0,1.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,1.0,,0.0,,,0.0,,
